Text,Category,Rating,Comments,Tags,Created At
"Reggae, male voice natural, vintage tape aura, echo guitar up-beats, rolling melodica riffs, bright brass choruses, organ bubble comps, soft hum trail.","Selecionados > Reggae Rudah",0,"","",2025-09-24T14:57:41.291Z
"Reggae, male voice natural, sunny shuffle, buoyant bass walk, rhythmic Rhodes comps, lively trumpet-sax duet, soft “ooo-ooo” choir, spring splash.","Selecionados > Reggae Rudah",0,"","",2025-09-24T14:57:43.318Z
"Reggae, male voice natural, chill flow, fat bass drops, delicate acoustic-guitar flourishes, breathing Hammond layers, gentle horn accents, roomy delay.","Selecionados > Reggae Rudah",0,"","",2025-09-24T14:57:44.724Z
"Reggae, male voice natural, organic fusion, upright-bass slaps, jazzy electric-piano chords, lush string backdrop, playful brass trade-offs, cavernous reverb.","Selecionados > Reggae Rudah",0,"","",2025-09-24T14:57:46.855Z
"Reggae, male voice natural, vibrant groove, energetic bass drops, bright organ solos, flowing trumpet lines, echoing vocal pads level 2, warm analog mix.","Selecionados > Reggae Rudah",0,"","",2025-09-24T14:57:48.883Z
"Reggae, male voice natural, night-jam aura, laid-back guitar up-beats, mellow vibraphone rolls, moody sax echoes, liquid bass groove, fluttering delay.","Selecionados > Reggae Rudah",0,"","",2025-09-24T14:57:46.368Z
"Reggae, male voice natural, analog roots feel, tape-saturated bass, cascading piano arpeggios, bright trumpet hits, gentle organ pads, airy “ahhh” layer level 1, spacious delay.","Selecionados > Reggae Rudah",0,"","",2025-09-24T14:57:32.008Z
"Reggae, male voice natural, laid-back off-beat guitar, upright-bass walk, shimmering vibraphone rolls, mellow sax solos, quiet choir “mmm” pad, warm spring wash.","Selecionados > Reggae Rudah",0,"","",2025-09-24T14:57:33.797Z
"Reggae, male voice natural, deep pocket vibe, muted guitar up-strokes, soulful Hammond riffs, lush flugelhorn lines, subtle string cushions, analog vocal delay.","Selecionados > Reggae Rudah",0,"","",2025-09-24T14:57:35.273Z
"Reggae, male voice natural, rub-a-dub colour, elastic bass groove, conga layers, clean guitar up-beats, cascading harp gliss, distant horn echoes.","Selecionados > Reggae Rudah",0,"","",2025-09-24T14:57:40.791Z
"Reggae, male voice natural, dreamy lullaby feel, gentle guitar harmonics, soft celeste twinkles, warm flugelhorn themes, pillow-soft organ bed, lingering echo haze.","Selecionados > Reggae Rudah",1,"","",2025-09-24T14:57:47.352Z
"Forró orquestral, flute tonal accents, accordion vibrancy, harmonic layering, rhythmic zabumba depth","Forró > Forró Orquestral",0,"","",2025-02-18T15:04:21.030Z
"Forró orquestral, dynamic brass harmonies, rhythmic tambourine patterns, uplifting accordion melodies, cinematic swells","Forró > Forró Orquestral",0,"","",2025-02-18T15:04:21.030Z
"Forró orquestral, orchestral swells, rhythmic zabumba beats, melodic accordion phrases, flute countermelodies","Forró > Forró Orquestral",0,"","",2025-02-18T15:04:21.030Z
"Forró orquestral, vibrant triangle accents, layered string crescendos, accordion phrases, soulful harmonics","Forró > Forró Orquestral",0,"","",2025-02-18T15:04:21.030Z
"Forró orquestral, steady triangle rhythms, uplifting accordion swells, layered harmonic transitions, tonal clarity","Forró > Forró Orquestral",0,"","",2025-02-18T15:04:21.030Z
"Forró orquestral, orchestral richness, accordion-led rhythms, rhythmic clarity, inspiring transitions","Forró > Forró Orquestral",0,"","",2025-02-18T15:04:21.030Z
"Forró orquestral, melodic pizzicato layering, rhythmic tambourine accents, soulful accordion tones, inspiring builds","Forró > Forró Orquestral",0,"","",2025-02-18T15:04:21.030Z
"Forró orquestral, cinematic percussion hits, accordion-driven harmonics, uplifting brass crescendos, vibrant flutes","Forró > Forró Orquestral",0,"","",2025-02-18T15:04:21.030Z
"Forró orquestral, steady zabumba rhythm, soaring brass tones, accordion vibrancy, tonal layering","Forró > Forró Orquestral",0,"","",2025-02-18T15:04:21.030Z
"Forró orquestral, rhythmic clarity, dynamic triangle embellishments, melodic layering, orchestral transitions","Forró > Forró Orquestral",0,"","",2025-02-18T15:04:21.030Z
"Forró orquestral, emotional crescendos, steady rhythmic tambourine, vibrant string harmonics, harmonic richness","Forró > Forró Orquestral",0,"","",2025-02-18T15:04:21.030Z
"Forró orquestral, accordion melody, layered string ensemble, steady zabumba pulse, triangle accents","Forró > Forró Orquestral",0,"","",2025-02-18T15:04:21.030Z
"Forró orquestral, steady zabumba pulse, harmonic layering, rhythmic tambourine textures, uplifting brass tones","Forró > Forró Orquestral",0,"","",2025-02-18T15:04:21.030Z
"Forró orquestral, pizzicato strings, accordion-led melody, uplifting transitions, harmonic depth","Forró > Forró Orquestral",0,"","",2025-02-18T15:04:21.030Z
"Forró orquestral, vibrant brass stabs, rhythmic tambourine patterns, cinematic crescendos, soulful harmonies","Forró > Forró Orquestral",0,"","",2025-02-18T15:04:21.030Z
"Forró instrumental, melodic layering, rhythmic tambourine clarity, inspiring accordion tones, harmonic depth","Forró > Instrumental",0,"","",2025-02-18T15:04:55.564Z
"Forró instrumental, steady zabumba rhythm, accordion harmonies, triangle embellishments, inspiring builds","Forró > Instrumental",0,"","",2025-02-18T15:04:55.564Z
"Forró instrumental, uplifting transitions, rhythmic vibrancy, tonal embellishments, accordion harmonies","Forró > Instrumental",0,"","",2025-02-18T15:04:55.564Z
"Forró instrumental, accordion melody, steady zabumba pulse, triangle accents, uplifting transitions","Forró > Instrumental",0,"","",2025-02-18T15:04:55.564Z
"Forró instrumental, dynamic accordion phrases, rhythmic tambourine patterns, harmonic clarity, vibrant layering","Forró > Instrumental",0,"","",2025-02-18T15:04:55.564Z
"Forró instrumental, layered strings, accordion-driven melody, rhythmic percussion, melodic crescendos","Forró > Instrumental",0,"","",2025-02-18T15:04:55.564Z
"Forró instrumental, harmonic layering, flute countermelodies, soulful accordion tones, dynamic crescendos","Forró > Instrumental",0,"","",2025-02-18T15:04:55.564Z
"Forró instrumental, rhythmic tambourine accents, accordion vibrancy, steady percussion layering, tonal richness","Forró > Instrumental",0,"","",2025-02-18T15:04:55.564Z
"Forró instrumental, accordion-led rhythms, layered harmonic clarity, uplifting transitions, rhythmic clarity","Forró > Instrumental",0,"","",2025-02-18T15:04:55.564Z
"Forró instrumental, vibrant triangle patterns, melodic accordion phrases, steady zabumba beats, tonal layering","Forró > Instrumental",0,"","",2025-02-18T15:04:55.564Z
"Forró instrumental, pizzicato strings, soulful accordion harmonies, rhythmic tambourine drives, uplifting builds","Forró > Instrumental",0,"","",2025-02-18T15:04:55.564Z
"Forró instrumental, accordion vibrancy, steady zabumba pulse, tonal crescendos, rhythmic transitions","Forró > Instrumental",0,"","",2025-02-18T15:04:55.564Z
"Forró instrumental, flute tonal accents, dynamic crescendos, harmonic transitions, vibrant rhythms","Forró > Instrumental",0,"","",2025-02-18T15:04:55.564Z
"Forró instrumental, rhythmic zabumba layering, soulful accordion phrases, tonal richness, dynamic builds","Forró > Instrumental",0,"","",2025-02-18T15:04:55.564Z
"Forró instrumental, accordion-led crescendos, triangle accents, harmonic clarity, steady rhythms","Forró > Instrumental",0,"","",2025-02-18T15:04:55.564Z
"Sertanejo Pop Emocional; violão dedilhado, piano melancólico, percussão suave; voz masculina principal com segunda voz complementando no refrão; nostálgico, romântico, intenso; tempo 78 BPM.","Forró > Instrumental",0,"","",2025-03-18T22:44:55.543Z
"Forró, spontaneous sanfona melodies, rhythmic pandeiro fills, bright pífano accents, harmonic vocal scats, introspective tone","Forró > Improvisação",0,"","",2025-02-18T23:51:27.122Z
"Forró, improvisational sanfona harmonies, melodic viola caipira leads, rhythmic triangle accents, vocal embellishments in verses","Forró > Improvisação",0,"","",2025-02-18T23:51:27.122Z
"Forró, harmonic accordion swells, smooth viola caipira arpeggios, vibrant triangle rhythms, vocal harmonies with improvised phrases","Forró > Improvisação",0,"","",2025-02-18T23:51:27.122Z
"Forró, freeform accordion solos, harmonic rabeca swells, rhythmic zabumba patterns, layered vocal improvisations, reflective acoustic strumming","Forró > Improvisação",0,"","",2025-02-18T23:51:27.122Z
"Forró, improvisational sanfona melodies, spontaneous vocal riffs, dynamic pandeiro grooves, harmonic pífano accents, cinematic tone","Forró > Improvisação",0,"","",2025-02-18T23:51:27.122Z
"Forró, expressive rabeca leads, freeform vocal ad-libs, rhythmic tambor de mão patterns, soft acoustic picking, heartfelt storytelling","Forró > Improvisação",0,"","",2025-02-18T23:51:27.122Z
"Forró, layered accordion improvisations, spontaneous rabeca crescendos, rhythmic zabumba grooves, melodic vocal interjections","Forró > Improvisação",0,"","",2025-02-18T23:51:27.122Z
"Forró, improvising sanfona harmonies, atmospheric pífano leads, rhythmic tambor de mão beats, experimental vocal ad-libs","Forró > Improvisação",0,"","",2025-02-18T23:51:27.122Z
"Forró, dynamic rabeca phrases, reflective accordion solos, steady basslines, soft acoustic arpeggios, expressive vocal crescendos","Forró > Improvisação",0,"","",2025-02-18T23:51:27.122Z
"Forró, layered accordion riffs, improvisational triangle rhythms, reflective tambor de mão accents, soulful vocal delivery","Forró > Improvisação",0,"","",2025-02-18T23:51:27.122Z
"Forró, expressive sanfona swells, smooth rabeca harmonies, rhythmic acoustic picking, layered vocal improvisations, heartfelt energy","Forró > Improvisação",0,"","",2025-02-18T23:51:27.122Z
"Forró, dynamic accordion solos, vibrant pandeiro grooves, harmonic tambor de mão beats, spontaneous vocal call-and-response","Forró > Improvisação",0,"","",2025-02-18T23:51:27.122Z
"Forró, atmospheric rabeca phrases, freeform accordion riffs, rhythmic zabumba layers, vocal improvisations echoing main melodies","Forró > Improvisação",0,"","",2025-02-18T23:51:27.122Z
"Forró, harmonic pífano crescendos, expressive tambor de mão rhythms, layered vocal harmonies with improvised runs","Forró > Improvisação",0,"","",2025-02-18T23:51:27.122Z
"Forró, dynamic accordion leads, rhythmic pandeiro accents, reflective rabeca tones, vocal scats and ad-libs in interludes","Forró > Improvisação",0,"","",2025-02-18T23:51:27.122Z
"Forró soft pé-de-serra movement, emotional triangle chimes, brushed bass drum, and storytelling delivery.","Forró > Premium",2,"","",2025-05-08T18:06:47.335Z
"Forró dreamy pé-de-serra atmosphere, bright triangle groove, melodic accordion phrasing, and floating vocals.","Forró > Premium",4,"","",2025-05-08T18:06:47.335Z
"Forró organic forró pé-de-serra, crisp triangle groove, dynamic zabumba drive, and nostalgic vocal phrasing.","Forró > Premium",3,"voice:female; português, brasil","",2025-05-08T18:06:47.335Z
"Forró xote narrativo, intimate accordion lead, dry triangle accents, soft zabumba swing, and voice-forward mix with natural room tone.","Forró > Premium",0,"","",2025-07-07T19:02:03.166Z
"Forró xote poético, broken accordion rhythm, sparse percussive backing, expressive triangle ornaments, and vulnerable lead vocals in close-mic style.","Forró > Premium",0,"","",2025-07-07T19:02:03.166Z
"Forró nordestino storytelling, nostalgic accordion figures, restrained zabumba pulse, ambient rabeca textures, and spoken-like male vocals.","Forró > Premium",0,"","",2025-07-07T19:02:03.166Z
"Forró documental, soft accordion ostinato, field-style triangle and ganzá textures, subdued rabeca tones, and spoken-word vocal inserts.","Forró > Premium",0,"","",2025-07-07T19:02:03.166Z
"Forró emotive xote pulse, soft zabumba arrastada, lyrical accordion flourishes, and heartfelt solo vocals.","Forró > Premium",2,"","",2025-05-08T18:06:47.335Z
"Forró rustic pé-de-serra texture, tight zabumba with brush, folk-style accordion, and intimate male voice.","Forró > Premium",3,"português, brasil; voice:female","",2025-05-08T18:06:47.335Z
"Forró flowing pé-de-serra groove, soft brushed zabumba, melodic accordion solos, and gentle triangle accents.","Forró > Premium",3,"","",2025-05-08T18:06:47.335Z
"Forró warm xote rhythm, expressive sanfona lines, dry triangle textures, and rich male vocal layers.","Forró > Premium",7,"","",2025-05-08T18:06:47.335Z
"Forró gentle forró rhythm, triangle whispering, airy sanfona melodies, and subtle harmony vocals.","Forró > Premium",4,"","",2025-05-08T18:06:47.335Z
"Forró classic xote phrasing, mellow accordion themes, rustic percussion, and poetic solo vocal.","Forró > Premium",0,"","",2025-05-08T18:06:47.335Z
"Forró playful pé-de-serra theme, glockenspiel overlays, sweet triangle accents, and childlike vocal tone.","Forró > Premium",0,"português, brasil; voice:female","",2025-05-08T18:06:47.335Z
"Forró lyrical xote swing, mellow triangle stabs, storytelling vocals, and expressive accordion harmonies.","Forró > Premium",5,"","",2025-05-08T18:06:47.335Z
"Forró contemplative xote rhythm, rhythmic zabumba swells, expressive sanfona improvisation, and whispered vocals.","Forró > Premium",1,"","",2025-05-08T18:06:47.335Z
"Forró traditional forró ballad, deep zabumba tone, nostalgic accordion licks, and rich lead vocals.","Forró > Premium",0,"","",2025-05-08T18:06:47.335Z
"Forró soulful forró arrangement, round zabumba grooves, triangle sparkle, and sanfona melodies in dialogue.","Forró > Premium",0,"","",2025-05-08T18:06:47.335Z
"Forró minimalist pé-de-serra vibe, spacious accordion lines, ambient triangle detail, and gentle male voice.","Forró > Premium",0,"","",2025-05-08T18:06:47.335Z
"Forró pé-de-serra, soft brushed zabumba, melodic accordion solos, and gentle triangle accents.","Forró > Pé de Serra e Xote",0,"","",2025-05-08T18:33:13.659Z
"Forró xote emotivo, soft zabumba arrastada, lyrical accordion flourishes, and heartfelt solo vocals.","Forró > Pé de Serra e Xote",0,"português, brasil; voice:female","",2025-05-08T18:33:13.659Z
"Forró atmosférico, bright triangle groove, melodic sanfona phrasing, and floating vocal tone.","Forró > Pé de Serra e Xote",0,"","",2025-05-08T18:33:13.659Z
"Forró clássico, mellow accordion themes, rustic percussion, and poetic solo vocal.","Forró > Pé de Serra e Xote",0,"","",2025-05-08T18:33:13.659Z
"Forró leve, triangle whispering, airy sanfona melodies, and subtle harmony vocals.","Forró > Pé de Serra e Xote",0,"","",2025-05-08T18:33:13.659Z
"Forró acústico, emotional triangle chimes, brushed bass drum, and storytelling delivery.","Forró > Pé de Serra e Xote",0,"","",2025-05-08T18:33:13.659Z
"Forró baby, glockenspiel overlays, sweet triangle accents, and childlike vocal tone.","Forró > Pé de Serra e Xote",0,"","",2025-05-08T18:33:13.659Z
"Forró minimalista, spacious accordion lines, ambient triangle detail, and gentle male voice.","Forró > Pé de Serra e Xote",0,"","",2025-05-08T18:33:13.659Z
"Forró pé-de-serra acústico, tight zabumba with brush, folk-style accordion, and intimate male voice.","Forró > Pé de Serra e Xote",0,"voice:female; português, brasil","",2025-05-08T18:33:13.659Z
"Forró balada tradicional, deep zabumba tone, nostalgic accordion licks, and rich lead vocals.","Forró > Pé de Serra e Xote",0,"","",2025-05-08T18:33:13.659Z
"Forró lírico, round zabumba grooves, triangle sparkle, and sanfona melodies in dialogue.","Forró > Pé de Serra e Xote",0,"","",2025-05-08T18:33:13.659Z
"Forró orgânico, crisp triangle groove, dynamic zabumba drive, and nostalgic vocal phrasing.","Forró > Pé de Serra e Xote",0,"","",2025-05-08T18:33:13.659Z
"Forró xote tradicional, expressive sanfona lines, dry triangle textures, and rich male vocal layers.","Forró > Pé de Serra e Xote",0,"","",2025-05-08T18:33:13.659Z
"Forró narrativo, mellow triangle stabs, storytelling vocals, and expressive accordion harmonies.","Forró > Pé de Serra e Xote",0,"","",2025-05-08T18:33:13.659Z
"Forró contemplativo, rhythmic zabumba swells, expressive accordion improvisation, and whispered vocals.","Forró > Pé de Serra e Xote",0,"","",2025-05-08T18:33:13.659Z
"Childlike bedtime forró, sweet accordion, triangle whispers, zabumba with brushes, and floating lullaby vocals.","Forró > Forró Diversos",0,"","",2025-05-08T18:40:00.190Z
"Vintage pé-de-serra style, warm acoustic bass, crisp triangle rhythms, and echoing accordion hooks.","Forró > Forró Diversos",2,"","",2025-05-08T18:40:00.190Z
"Traditional forró swing, dry zabumba pulse, resonant bass lines, and nostalgic vocal phrasing.","Forró > Forró Diversos",0,"","",2025-05-08T18:40:00.190Z
"Cinematic forró, ambient sanfona textures, deep zabumba boom, and poetic vocal narration.","Forró > Forró Diversos",2,"","",2025-05-08T18:40:00.190Z
"Rural roots forró, rustic zabumba, brushed bass drum, nasalized vocals, and folk-style storytelling.","Forró > Forró Diversos",0,"","",2025-05-08T18:40:00.190Z
"Uplifting forró melody, bright sanfona flourishes, staccato triangle hits, and dynamic duet vocals.","Forró > Forró Diversos",0,"","",2025-05-08T18:40:00.190Z
"Romantic forró ballad, arpeggiated acoustic guitar, mellow accordion lines, and intimate male vocals.","Forró > Forró Diversos",0,"","",2025-05-08T18:40:00.190Z
"Warm forró groove, soft zabumba textures, playful triangle accents, and expressive accordion solos.","Forró > Forró Diversos",0,"","",2025-05-08T18:40:00.190Z
"Playful children’s forró, glockenspiel overlays, brushed zabumba beats, and sweet childlike vocals.","Forró > Forró Diversos",0,"","",2025-05-08T18:40:00.190Z
"Neo-forró with samba groove, syncopated pandeiro layers, jazzy accordion riffs, and clean female voice.","Forró > Forró Diversos",0,"","",2025-05-08T18:40:00.190Z
"Modern acoustic forró, nylon guitar grooves, smooth sanfona solos, and soulful male vocals.","Forró > Forró Diversos",0,"","",2025-05-08T18:40:00.190Z
"Forró pop fusion, percussive synth layering, melodic accordion leads, and harmonized choruses.","Forró > Forró Diversos",0,"","",2025-05-08T18:40:00.190Z
"Festive festa junina style, galloping triangle rhythm, rapid-fire sanfona, and community-style vocals.","Forró > Forró Diversos",0,"","",2025-05-08T18:40:00.190Z
"Dreamy forró instrumental, ambient accordion drones, soft chime textures, and lullaby-style pacing.","Forró > Forró Diversos",0,"","",2025-05-08T18:40:00.190Z
"Forró chorinho fusion, mandolin accents, jazzy sanfona improvisation, and playful vocal ornaments.","Forró > Forró Diversos",0,"","",2025-05-08T18:40:00.190Z
"Forró raiz de homenagem, delicate sanfona phrasing, breathy pífano ornaments, and reverent male voice.","Forró > Homenagem I",1,"","",2025-05-08T18:39:09.393Z
"Forró acústico de saudade, intimate accordion melody, earthy fiddle backing, and lyrical solo voice.","Forró > Homenagem I",0,"","",2025-05-08T18:39:09.393Z
"Forró nordestino acústico, vibrant sanfona solos, rustic rabeca harmonies, and soulful voice layers.","Forró > Homenagem I",1,"","",2025-05-08T18:39:09.393Z
"Forró lento com alma, warm accordion leads, melancholic rabeca lines, and soft vocal phrasing.","Forró > Homenagem I",0,"","",2025-05-08T18:39:09.393Z
"Forró instrumental emocionante, soaring sanfona solos, subtle triangle touches, and gentle string support.","Forró > Homenagem I",0,"","",2025-05-08T18:39:09.393Z
"Forró cerimonial, slow accordion riffs, flute-style pífano layers, and nostalgic vocal storytelling.","Forró > Homenagem I",1,"","",2025-05-08T18:39:09.393Z
"Forró poético lento, harmonized accordion passages, ambient rabeca swells, and expressive solo vocal.","Forró > Homenagem I",0,"","",2025-05-08T18:39:09.393Z
"Forró espiritual lento, emotional accordion flow, slow triangle hits, and heartfelt narration-style vocals.","Forró > Homenagem I",1,"","",2025-05-08T18:39:09.393Z
"Forró de homenagem, melodic sanfona lines, ambient pífano phrases, and slow vocal narration.","Forró > Homenagem I",0,"","",2025-05-08T18:39:09.393Z
"Forró de memória, nostalgic accordion presence, floating rabeca sounds, and expressive male voice.","Forró > Homenagem I",0,"","",2025-05-08T18:39:09.393Z
"Forró lento litúrgico, deep sanfona harmonies, light pífano melodies, and serene vocal storytelling.","Forró > Homenagem I",0,"","",2025-05-08T18:39:09.393Z
"Forró instrumental profundo, cinematic accordion solos, ambient pífano trails, and minimal vocal ad-libs.","Forró > Homenagem I",0,"","",2025-05-08T18:39:09.393Z
"Forró nordestino lento, lyrical accordion lead, bowed rabeca textures, and deep emotional voice.","Forró > Homenagem I",0,"","",2025-05-08T18:39:09.393Z
"Forró para homenagem, solo accordion spotlight, lyrical fiddle flourishes, and passionate voice timbre.","Forró > Homenagem I",0,"","",2025-05-08T18:39:09.393Z
"Forró emotivo lento, expressive accordion solos, soft rabeca harmonies, and heartfelt male vocals.","Forró > Homenagem I",1,"","",2025-05-08T18:39:09.393Z
"Forró para despedida, deep accordion phrasing, ambient pífano echoes, and soft lamenting vocals.","Forró > Homenagem II",0,"","",2025-05-08T18:39:27.110Z
"Forró nordestino cerimonial, melodic accordion lead, deep rabeca support, and reflective solo vocals.","Forró > Homenagem II",1,"","",2025-05-08T18:39:27.110Z
"Forró de homenagem acústico, lyrical sanfona melodies, ambient pífano textures, and poetic voice phrasing.","Forró > Homenagem II",1,"","",2025-05-08T18:39:27.110Z
"Forró sereno, expressive solo sanfona, sustained rabeca layers, and calm lyrical vocals.","Forró > Homenagem II",0,"","",2025-05-08T18:39:27.110Z
"Forró lento de saudade, flowing sanfona lines, soft fiddle harmonies, and emotional storytelling vocals.","Forró > Homenagem II",1,"","",2025-05-08T18:39:27.110Z
"Forró acústico contemplativo, delicate accordion passages, airy pífano phrases, and warm male narration.","Forró > Homenagem II",0,"","",2025-05-08T18:39:27.110Z
"Forró litúrgico lento, solo accordion motifs, ambient flute-style pífano, and meditative voice delivery.","Forró > Homenagem II",0,"","",2025-05-08T18:39:27.110Z
"Forró lento ancestral, nostalgic accordion solos, lyrical rabeca harmonies, and voice with slow breath.","Forró > Homenagem II",0,"","",2025-05-08T18:39:27.110Z
"Forró acústico introspectivo, expressive sanfona flow, gentle rabeca support, and intimate voice timbre.","Forró > Homenagem II",0,"","",2025-05-08T18:39:27.110Z
"Forró de eternidade, solo accordion expression, airy pífano melodies, and serene farewell vocals.","Forró > Homenagem II",0,"","",2025-05-08T18:39:27.110Z
"Forró de lembrança, warm accordion melodies, haunting rabeca trails, and emotional solo voice.","Forró > Homenagem II",0,"","",2025-05-08T18:39:27.110Z
"Forró de memória afetiva, melodic accordion textures, cinematic rabeca backdrop, and reflective voice line.","Forró > Homenagem II",0,"","",2025-05-08T18:39:27.110Z
"Forró raiz instrumental, lyrical accordion center, bowed fiddle accompaniment, and no vocals.","Forró > Homenagem II",0,"","",2025-05-08T18:39:27.110Z
"Forró acústico litúrgico, expressive sanfona movements, ambient folk strings, and reverent male vocals.","Forró > Homenagem II",0,"","",2025-05-08T18:39:27.110Z
"Forró emocional lento, expressive accordion solos, bowed rabeca harmonies, and heartfelt male vocals.","Forró > Homenagem II",0,"","",2025-05-08T18:39:27.110Z
"Forró xote narrativo, intimate accordion lead, dry triangle accents, soft zabumba swing, and voice-forward mix with natural room tone.","Forró > Forró Emocional",1,"","",2025-07-07T19:07:02.745Z
"Forró metafísico, spectral accordion drones, microtonal rabeca textures, deep zabumba undertone, and intimate breathy vocals.","Forró > Forró Emocional",0,"","",2025-07-07T18:58:59.139Z
"Forró sereno, gently layered sanfona, minimalist percussion, shimmering rabeca flourishes, and introspective lead voice.","Forró > Forró Emocional",0,"","",2025-07-07T18:58:59.139Z
"Forró pé-de-serra emocional, whispered sanfona phrasing, mellow triangle patterns, subtle rabeca trails, and raw vocal textures in front.","Forró > Forró Emocional",0,"","",2025-07-07T18:58:59.139Z
"Forró xote meditativo, floating accordion lines, triangle whispers, slow rabeca slides, and sustained vocal phrases.","Forró > Forró Emocional",1,"","",2025-07-07T18:58:59.139Z
"Forró xote contemplativo, flowing accordion arpeggios, gentle triangle syncopation, and warm rabeca layers with cinematic reverb.","Forró > Forró Emocional",0,"","",2025-07-07T18:58:59.139Z
"Forró acústico lírico, clean accordion drones, soft triangle ticks, minimal zabumba shuffle, and reflective vocal focus with no reverb trail.","Forró > Forró Emocional",1,"","",2025-07-07T18:58:59.139Z
"Forró nordestino storytelling, nostalgic accordion figures, restrained zabumba pulse, ambient rabeca textures, and spoken-like male vocals.","Forró > Forró Emocional",0,"","",2025-07-07T19:07:02.745Z
"Forró xote orquestral, nostalgic accordion motifs, rich string pads, expressive rabeca solos, and dynamic rhythmic phrasing.","Forró > Forró Emocional",0,"","",2025-07-07T19:07:02.745Z
"Forró rural épico, driving zabumba shuffle, layered accordion harmonies, cinematic triangle textures, and soaring string overlays.","Forró > Forró Emocional",0,"","",2025-07-07T19:07:02.745Z
"Forró barroco nordestino, complex accordion counterpoint, ceremonial rabeca presence, pulsing zabumba rhythm, and minimal triangle.","Forró > Forró Emocional",0,"","",2025-07-07T19:07:02.745Z
"Forró cinematic xote, dark accordion voicings, bowed rabeca undercurrents, dramatic triangle hits, and suspended harmonic tension.","Forró > Forró Emocional",0,"","",2025-07-07T19:07:02.745Z
"Forró pé-de-serra intimate, steady zabumba groove, soft sanfona textures, brushed triangle accents, and emotional vocal phrasing.","Forró > Forró Emocional",0,"","",2025-07-07T19:07:02.745Z
"Forró acústico de raiz, brushed zabumba patterns, bright triangle taps, delicate sanfona lead, and natural room reverb vocals.","Forró > Forró Emocional",0,"","",2025-07-07T19:07:02.745Z
"Forró xote poético, broken accordion rhythm, sparse percussive backing, expressive triangle ornaments, and vulnerable lead vocals in close-mic style.","Forró > Forró Emocional",0,"","",2025-07-07T19:07:02.745Z
"Forró documental, soft accordion ostinato, field-style triangle and ganzá textures, subdued rabeca tones, and spoken-word vocal inserts.","Forró > Forró Emocional",0,"","",2025-07-07T19:07:02.745Z
"Forró xote misto, melodic accordion over syncopated zabumba, occasional fiddle ornamentation, and heartfelt vocal delivery.","Forró > Forró Emocional",0,"","",2025-07-07T19:07:02.745Z
"Forró nordestino ritualistic, tremolo rabeca drones, ceremonial accordion swells, muffled zabumba pulse, and whispered male vocals.","Forró > Forró Emocional",0,"","",2025-07-07T19:07:02.745Z
"Forró chamber-folk, soft pizzicato rabeca, dry triangle ticks, sparse accordion themes, and ambient vocal beds.","Forró > Forró Emocional",0,"","",2025-07-07T19:07:02.745Z
"Forró xote florestal, airy sanfona phrasing, wooden percussion timbres, lush rabeca beds, and eco-acoustic ambiance.","Forró > Forró Emocional",0,"","",2025-07-07T19:07:02.745Z
"Chill reggae lounge style, soft jazz organ textures, smooth horn dialogue, and improvised voice motifs.","Reggae > Improvisos Vocais",0,"","",2025-05-08T11:43:03.735Z
"Laid-back reggae rhythm, cascading guitar offbeats, mellow horn textures, and playful vocal scat phrasing.","Reggae > Improvisos Vocais",2,"","",2025-05-08T11:43:03.735Z
"Cinematic roots vibe, reverb-rich guitar chords, bold brass hooks, and dynamic voice improvisation.","Reggae > Improvisos Vocais",0,"","",2025-05-08T11:43:03.735Z
"Organic roots reggae, arpeggiated electric piano, fluid saxophone flourishes, and vibrant vocal reactions.","Reggae > Improvisos Vocais",1,"","",2025-05-08T11:43:03.735Z
"Dub-infused reggae groove, hypnotic bass movements, ambient synth horns, and echo-heavy vocal freestyle.","Reggae > Improvisos Vocais",0,"","",2025-05-08T11:43:03.735Z
"Warm one-drop reggae, jazzy piano interludes, dub-influenced horns, and melodic vocal improvisations.","Reggae > Improvisos Vocais",1,"","",2025-05-08T11:43:03.735Z
"Smooth reggae flow, rhythmic clavinet comping, soft flute echoes, and improvisational vocal layers.","Reggae > Improvisos Vocais",0,"","",2025-05-08T11:43:03.735Z
"Vibrant roots reggae, syncopated piano riffs, expressive sax solos, and free-flowing vocal improvisations.","Reggae > Improvisos Vocais",0,"","",2025-05-08T11:43:03.735Z
"Bright island reggae, upbeat piano stabs, floating trombone lines, and expressive vocal ad-libs.","Reggae > Improvisos Vocais",0,"","",2025-05-08T11:43:03.735Z
"Urban roots reggae, crunchy guitar chop, dubby brass stabs, and expressive lyrical vocal flow.","Reggae > Improvisos Vocais",0,"","",2025-05-08T11:43:03.735Z
"Spiritual reggae energy, mellow pad harmonies, airy sax accents, and devotional vocal improvisation.","Reggae > Improvisos Vocais",0,"","",2025-05-08T11:43:03.735Z
"Earthy reggae bounce, percussive piano drive, bold trumpet fills, and loose vocal responses.","Reggae > Improvisos Vocais",0,"","",2025-05-08T11:43:03.735Z
"Classic reggae feel, warm rhythm guitar, tape-saturated horns, and emotional vocal melismas.","Reggae > Improvisos Vocais",0,"","",2025-05-08T11:43:03.735Z
"Soulful roots groove, melodic organ pulses, lyrical trumpet lines, and spontaneous vocal callouts.","Reggae > Improvisos Vocais",1,"","",2025-05-08T11:43:03.735Z
"Nostalgic reggae swing, groovy keyboard syncopation, mellow flute leads, and creative vocal phrasing.","Reggae > Improvisos Vocais",1,"","",2025-05-08T11:43:03.735Z
